Ref|Numero_dossier|Comite|Code_entreprise|Materiel|Resume|Adresse_pdf|Metier|Sexe|Age|Type_accident|Blessure|Deces|Circulation|Malaise|Suicide|Machine|Cause|Zone|Status|Zone_precise|Zone.Zone|Zone.Zone_NA
https://epicea.inrs.fr/servlet/public_display?unid=946885CBEE7CF914C125719D00523030|8455|G - Commerce non alimentaire|514NA - Commerce de gros de produits pharmaceutiques|051302 - Véhicules utilitaires légers, camionnette, fourgon, etc.|Après sa tournée de livraisons, la victime - âgée de 24 ans, employée chauffeur-livreur - au volant d'une camionnette, regagnait son entreprise. Roulant dans son couloir de circulation, son véhicule fut percuté de face par une voiture dont le chauffeur effectuait un dépassement. Souffrant de lésions multiples sur tout le corps, la victime est décédée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=659B473927A04D3CC125719D0054F645|15340|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|350205 - Sécurité incendie|La victime - un opérateur d'exploitation dans l'atelier des essences, âgé de 45 ans - assumait également la fonction de pompier d'exploitation et était susceptible de venir seconder les pompiers du service incendie. Un incendie s'est déclaré lors des travaux réalisés dans le cadre le l'arrêt de l'atelier Styrène. La victime est appelée pour venir aider l'équipe de secours incendie. Vers 10 h 30, elle gravit les escaliers menant à la plate-forme où se situe l'incendie (environ 100 marches) en manutentionnant des tuyaux incendie. Ne se sentant pas bien car souffrant du dos, elle informe ses collègues qu'elle redescend au niveau 0 mètre. Pris en charge par les secours, elle est transportée à l'infirmerie de l'usine. La victime se plaignant d'une douleur lombaire très intense irradiant dans les deux jambes, le médecin du travail décide son transfert vers l'hôpital où elle décédera un jour et demi plus tard.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=717FB3622B54BF41C125719D00531A53|10250|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|290111 - Autoclave|La victime, conducteur de machine de 28 ans, prit son poste de travail de nuit à 21 heures. Une heure après il constata qu'un écrou et un boulon de réglage de la hauteur du rail guide de l'entrée de l'hydrolock, étaient desserrés. Il s'est introduit dans l'espace entre les convoyeurs de chargement et de déchargement de l'hydrolock afin d'effectuer la remise en place des pièces manquantes et de régler la ligne guide du chargement des flacons située près de l'étoile de renversement de ceux-ci ; la machine était en fonctionnement. Alors que la main droite de la victime était située en dessous du guide, elle a été sectionnée par le mécanisme d'entraînement des râteaux qui permettent le chargement des flacons dans les tubes de l'hydrolock.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=E96A7BDCB2FEAB1DC125719D00566642|19694|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|110126 - Palettiseur|La victime - 53 ans, opérateur de production - procède à une opération de nettoyage dans un palettiseur. Cette opération consiste à enlever la poussière et le produit répandu suite à la détérioration des sacs, ceci à l'aide d'un aspirateur. Pour cette opération, il existe une procédure qui réside essentiellement dans la consignation électrique de l'appareil et la mise en place d'étais destinés à prévenir la descente du palettiseur en cas de défaillance du frein mécanique quand le palettiseur est en position haute. L'opérateur se trouvait sous le palettiseur lorsque pour une raison inexpliquée l'appareil s'est remis en marche et s'est mis à descendre. La victime n'ayant pu s'extraire de l'enceinte de l'appareil, elle s'est retrouvée coincée entre le palettiseur et le bâti de la machine. Fort heureusement, des taquets empêchent l'appareil de descendre complètement ce qui a préservé la vie de la victime. Celle-ci est hospitalisée pour fractures des vertèbres.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=3795F5BE28CA37FFC125719D00565D3F|19579|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|050603 - Trémie|La victime âgée de 33 ans, employée à temps partiel, procédait au lavage d'une pompe *** de transfert des viandes. Pour une raison indéterminée, le salarié a dû monter sur les superstructures et a chuté dans la trémie. Il a alors été happé par la vis sans fin en marche et a été partiellement écrasé. Il sera retrouvé mort par un collègue.|['https://epicea.inrs.fr//EPICEA/epicea.nsf/0/3795F5BE28CA37FFC125719D00565D3F/$FILE/Schéma.pdf']||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=D29F5A6CA2E7645DC12575E0002F7C2D|21710|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|051402 - Voiture|La victime, âgée de 31 ans, était boulanger conseil depuis 3 ans dans un groupement de meuniers. Elle intervenait chez les artisans boulangers pour les conseiller, aidait à l'installation et à la fabrication de nouveaux produits. Elle partait en déplacement plusieurs fois par semaine. En raison de ses interventions chez les boulangers elle était souvent sur la route à partir de 2 heures du matin et n'avait pas d'horaires fixes. Le jour de l'accident , le salarié se rendait chez un client quand il a perdu le contrôle du véhicule sur la chaussée glissante. En voulant redresser la trajectoire, il aurait percuté un poteau EDF. Transporté à l'hôpital pour des lésions à la tête, il est décédé.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=3D3E70E56404CDE5C125719D005142B6|5740|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|370101 - Céréale|La victime - adjoint au responsable, âgé de 27 ans - est depuis quatre ans au poste. Elle doit coordonner le fonctionnement du petit conditionnement. Elle se préoccupe d'avoir de la matière première dans les cellules, elle communique avec le responsable du silo principal pour assurer l'approvisionnement des cellules tampons. Le jour de l'accident, elle avait demandé au responsable du silo d'envoyer de la farine dans la cellule 6. Celui-ci envoya environ 4 tonnes de farine. Un collègue, qui nettoyait avec un balai le premier niveau du secteur conditionnement, a vu la victime peu avant l'explosion, qui lui demanda de patienter car l'approvisionnement en farine n'était pas encore fait pour la mise en route de la machine à conditionner. Et ce fut l'explosion au niveau des cellules de stockage avant conditionnement, suivie d'un incendie. Cette explosion a fait : un mort, la victime, un blessé grave brûlé au bras et au visage : le collègue, et un blessé léger. L'explosion, due aux farines et poussières, a sans doute démarré dans une cellule à farine. La nature de la source d'inflammation reste inconnue à ce jour. La victime a été découverte par les pompiers, entièrement carbonisée entre les cellules 3 et 4.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=EBCA04754D518C5BC125719D00518BBC|6593|E - Chimie, caoutchouc, plasturgie|241GM - Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux, de chlorure / soude électrolytique, lessive soude électrolytique, de chlorure / sodium (électrolyse ignée), de charbons actifs pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers, d'acide tartrique, citrique et dérivé, de papier carbone, stencils. Salines ignigènes. Dénaturation d'alcool éthylique|070301 - Chariot automoteur à fourche frontal à conducteur porté|La victime, 58 ans, est opérateur de conduite d'un four d'incinération. Une de ses fonctions est l'approvisionnement en matières premières et l'évacuation des cendres d'incinération. Elle prend donc le chariot utilisé en partie pour vider les fûts à l'aide d'une pince. Ce chariot va lui servir à transporter des sacs du type big-bag, généralement posés sur les fourches. Les sabots de pince sont donc laissés en place sur les fourches. Mais ces sabots n'étaient pas fixés par les goupilles normalement prévues, ils seront retrouvés sur le trajet entre l'atelier et le magasin de stockage des sacs. L'enrobé est profondément poinçonné. Le chariot s'est renversé quelques mètres plus loin. La victime, écrasée par le protège-tête du chariot, décédera des suites de ses blessures.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=00701B72D399DF02C125719D00515683|5976|G - Commerce non alimentaire|514NA - Commerce de gros de produits pharmaceutiques|051402 - Voiture|La victime - 24 ans, visiteuse médicale - effectuait un déplacement en automobile, la chaussée était rendue glissante à cause de la pluie. Elle fut victime d'un accident mortel.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=145299490B2F261DC125719D00564A58|19332|D - Services, commerces et industries de l'alimentation|158VB - Industries alimentaires non classées par ailleurs|051402 - Voiture|La victime, âgée de 40 ans, directeur commercial et marketing, revenait de visiter un client à bord de sa voiture personnelle. Afin de rejoindre le siège de l'entreprise, elle circulait sur une express 4 voies lorsque son véhicule est percuté par une autre voiture roulant à contresens. Le chauffeur responsable est tué sur le coup. La victime, après une longue désincarcération est transportée en centre hospitalier où elle décèdera quelques minutes après son arrivée.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=7DB5BAB2B339E05AC125719D0054FC16|15415|D - Services, commerces et industries de l'alimentation|157AB - Malterie, meunerie, fabrication de pâtes alimentaires et semoule|170530 - Cisaille guillotine|La victime, âgée de 31 ans, est manoeuvre de l'assemblage dans une entreprise de fabrication de pâtes farcies à cuire. La victime travaillait sur une machine de conditionnement de barquettes de ravioles dans un atelier de conditionnement. Au moment de l'accident, les barquettes en plastique thermoformé ne s'évacuant pas correctement de la machine, la victime a ouvert le capot de protection de la machine pour intervenir au niveau de la découpe des barquettes. Au moment où l'ouvrière est intervenue sur la cisaille guillotine, celle-ci s'est mis en action l'amputant à la première phalange de l'index gauche.|[]||||||||||||||||
https://epicea.inrs.fr/servlet/public_display?unid=78F6434136C85680C125719D00536A67|11364|E - Chimie, caoutchouc, plasturgie|244CB - Fabrication de produits de base pour la pharmacie, d'alcaloïdes, de glucosides et dérivés, de produits extraits des algues. Fabrication de spécialités pharmaceutiques|439000 - Autre produit chimique, parachimique, pharmaceutique|"La victime, âgée de 43 ans, de sexe masculin, agent de maîtrise, a pénétré dans l'appareil et a commencé à passer les blocs de produit à deux de ses collègues qui les mettaient dans des fûts. Lorsque le produit est devenu plus compact, la victime a utilisé une pelle en acier inoxydable pour remplir un bidon en carton rigide, puis elle est sortie pour remplacer les bouteilles d'air et a repris sa tâche pendant environ cinq minutes lorsque le ""flash"" s'est produit. La victime brûlée sur les bras, les mains, le cou et le thorax au premier et deuxième degrés a dû être hospitalisée. Ses deux collègues ont été légèrement brûlés."|[]||||||||||||||||
